1,-0.001899,2.69992,11278588
1.0125,-0.001058,0.7457,11278589
1.025,-0.009464,0.5986,11278589
1.0375,-0.005261,0.01024,11278589
1.05,0.000623,-0.33998,11278589
1.0625,-0.004421,-0.62016,11278589
1.075,0.016597,0.09429,11278590
1.0875,-0.001058,2.30067,11278590
1.1,-0.005261,0.48653,11278590
1.1125,-0.005261,0.38847,11278590
1.125,-0.004421,-1.47469,11278591
1.1375,-0.006102,-1.8039,11278591
1.15,-0.00358,-5.77537,11278591
1.1625,-0.007783,-3.05067,11278591
1.175,-0.007783,-2.25918,11278591
1.1875,-0.006942,-0.78826,11278592
1.2,-0.001899,1.13094,11278592
1.2125,0.012393,-2.22416,11278592
1.225,0.002304,-6.1326,11278592
1.2375,-0.009464,-4.49357,11278592
1.25,-0.006942,-2.81953,11278593
1.2625,-0.005261,-1.50271,11278593
1.275,-0.000218,-1.4887,11278593
1.2875,0.002304,-3.14873,11278593
1.3,-0.006942,-3.91922,11278593
1.3125,-0.00358,-4.15736,11278594
1.325,-0.004421,-3.21177,11278594
1.3375,-0.005261,-1.90896,11278594
1.35,-0.008623,-1.62178,11278594
1.3625,0.000623,-1.06844,11278594
1.375,-0.016187,-0.99139,11278595
1.3875,-0.001058,-2.81253,11278595
1.4,-0.006102,-1.4957,11278595
1.4125,-0.00358,-4.80877,11278595
1.425,-0.006102,-4.99789,11278596
1.4375,-0.00358,-6.79801,11278596
1.45,-0.005261,-8.81527,11278596
1.4625,-0.005261,-4.43054,11278596
1.475,-0.004421,-3.70208,11278596
1.4875,-0.006102,-4.34648,11278597
1.5,0.001464,-3.7371,11278597
1.5125,-0.004421,-4.33247,11278597
1.525,-0.004421,-3.67406,11278597
1.5375,0.002304,-0.08082,11278597
1.55,-0.001058,-1.91597,11278598
1.5625,-0.004421,-3.65305,11278598
1.575,-0.004421,-1.92297,11278598
1.5875,-0.007783,-0.92835,11278598
1.6,-0.006942,0.37446,11278598
1.6125,-0.005261,-1.78989,11278599
1.625,-0.001899,-0.70421,11278599
1.6375,-0.007783,-2.58839,11278599
1.65,0.002304,-1.64279,11278599
1.6625,-0.004421,-5.21502,11278599
1.675,-0.001899,-4.94886,11278600
1.6875,-0.005261,-4.81578,11278600
1.7,-0.009464,-0.79527,11278600
1.7125,-0.011145,3.05714,11278600
1.725,-0.000218,4.31793,11278600
1.7375,-0.00358,2.29366,11278601
1.75,-0.007783,0.13632,11278601
1.7625,-0.004421,-3.39389,11278601
1.775,-0.001058,-3.01565,11278601
1.7875,-0.006102,-3.33085,11278601
1.8,-0.002739,-3.61102,11278602
1.8125,-0.001058,-3.94723,11278602
1.825,-0.000218,-2.81253,11278602
1.8375,-0.007783,-5.51621,11278602
1.85,-0.004421,-5.95749,11278602
1.8625,0.001464,-4.28344,11278603
1.875,0.004826,-5.75436,11278603
1.8875,-0.006942,-6.67193,11278603
1.9,-0.024591,-6.2937,11278603
1.9125,0.004826,-7.44942,11278604
1.925,-0.001899,-6.09057,11278604
1.9375,-0.004421,-4.40252,11278604
1.95,-0.00358,-3.50596,11278604
1.9625,-0.006102,-4.41653,11278604
1.975,-0.001058,-5.59326,11278605
1.9875,0.001464,-6.82603,11278605
2,-0.000218,-5.12397,11278605
2.0125,-0.00358,-5.41815,11278605
2.025,-0.001899,-3.94723,11278606
2.0375,0.023324,-1.54473,11278606
2.05,-0.007783,-0.63417,11278606
2.0625,-0.009464,0.65464,11278606
2.075,-0.001899,-1.08945,11278606
2.0875,-0.001058,-1.57976,11278606
2.1,0.000623,-3.77212,11278607
2.1125,0.000623,-6.74898,11278607
2.125,-0.001058,-7.91171,11278607
2.1375,0.005667,-5.98551,11278607
2.15,-0.000218,-8.31096,11278608
2.1625,-0.001899,-6.90308,11278608
