1.000000,0.003145,10.732308,12101648.000000
1.012500,-0.004421,13.085778,12101649.000000
1.025000,-0.005261,13.618111,12101649.000000
1.037500,-0.011985,11.173584,12101649.000000
1.050000,0.000623,9.485530,12101649.000000
1.062500,-0.003580,7.531309,12101650.000000
1.075000,-0.003580,6.802854,12101650.000000
1.087500,-0.003580,6.403605,12101650.000000
1.100000,-0.006102,7.713423,12101650.000000
1.112500,-0.008623,8.049633,12101650.000000
1.125000,-0.012826,8.757075,12101651.000000
1.137500,0.002304,7.664392,12101651.000000
1.150000,-0.010304,9.933810,12101651.000000
1.162500,0.003145,7.671397,12101651.000000
1.175000,-0.000218,6.578714,12101651.000000
1.187500,-0.006102,5.822242,12101652.000000
1.200000,-0.004421,5.983343,12101652.000000
1.212500,0.002304,4.918678,12101652.000000
1.225000,-0.006942,0.807110,12101652.000000
1.237500,-0.006942,3.419742,12101653.000000
1.250000,-0.011985,8.021615,12101653.000000
1.262500,0.003145,5.380966,12101653.000000
1.275000,-0.001058,2.144946,12101653.000000
1.287500,-0.007783,2.341068,12101653.000000
1.300000,-0.000218,2.999479,12101654.000000
1.312500,0.008189,2.824370,12101654.000000
1.325000,0.001464,3.090536,12101654.000000
1.337500,-0.001899,5.240879,12101654.000000
1.350000,-0.001899,10.508168,12101654.000000
1.362500,-0.003580,10.928431,12101654.000000
1.375000,-0.001899,8.483904,12101655.000000
1.387500,0.006508,7.594349,12101655.000000
1.400000,-0.005261,6.165456,12101655.000000
1.412500,-0.001058,7.391222,12101655.000000
1.425000,0.001464,8.084655,12101656.000000
1.437500,-0.005261,7.314174,12101656.000000
1.450000,-0.005261,6.326557,12101656.000000
1.462500,-0.001058,4.974713,12101656.000000
1.475000,-0.004421,2.943444,12101657.000000
1.487500,0.000623,2.151950,12101657.000000
1.500000,-0.004421,0.989224,12101657.000000
1.512500,-0.001058,2.376090,12101657.000000
1.525000,0.003145,0.554953,12101657.000000
1.537500,-0.004421,0.029625,12101658.000000
1.550000,-0.008623,2.915427,12101658.000000
1.562500,-0.004421,5.619115,12101658.000000
1.575000,-0.001058,6.788846,12101658.000000
1.587500,0.001464,8.119677,12101658.000000
1.600000,-0.001899,8.743066,12101658.000000
1.612500,-0.001899,9.387468,12101659.000000
1.625000,-0.001899,9.387468,12101659.000000
1.637500,-0.005261,8.715048,12101659.000000
1.650000,-0.003580,9.555573,12101659.000000
1.662500,-0.002739,8.939188,12101660.000000
1.675000,0.003145,6.711797,12101660.000000
1.687500,-0.005261,1.514552,12101660.000000
1.700000,0.001464,1.724683,12101660.000000
1.712500,-0.011145,4.057140,12101660.000000
1.725000,0.000623,0.568962,12101661.000000
1.737500,0.003986,-0.439668,12101661.000000
1.750000,-0.017028,-1.112088,12101661.000000
1.762500,-0.005261,0.239756,12101661.000000
1.775000,-0.004421,2.691287,12101662.000000
1.787500,0.000623,4.925682,12101662.000000
1.800000,-0.004421,5.422993,12101662.000000
1.812500,-0.005261,5.780216,12101662.000000
1.825000,-0.015347,6.305544,12101662.000000
1.837500,-0.000218,5.380966,12101662.000000
1.850000,-0.003580,6.186469,12101663.000000
1.862500,-0.006102,5.472023,12101663.000000
1.875000,-0.003580,5.198853,12101663.000000
1.887500,0.004826,7.405230,12101663.000000
1.900000,0.002304,3.573838,12101664.000000
1.912500,0.014074,1.003233,12101664.000000
1.925000,-0.000218,1.934815,12101664.000000
1.937500,-0.001058,5.773211,12101664.000000
1.950000,-0.006102,8.960202,12101664.000000
1.962500,0.001464,6.214487,12101664.000000
1.975000,-0.008623,5.878277,12101665.000000
1.987500,-0.004421,5.990347,12101665.000000
2.000000,-0.004421,9.947818,12101665.000000
2.012500,-0.003580,6.851885,12101665.000000
2.025000,0.001464,5.759203,12101666.000000
2.037500,-0.004421,5.528058,12101666.000000
2.050000,-0.007783,5.317927,12101666.000000
2.062500,0.003986,4.323306,12101666.000000
2.075000,0.003145,5.444006,12101666.000000
2.087500,-0.001899,3.706921,12101667.000000
2.100000,-0.003580,4.120179,12101667.000000
2.112500,0.002304,4.127183,12101667.000000
2.125000,-0.003580,4.890660,12101667.000000
2.137500,-0.000218,5.030748,12101668.000000
2.150000,0.001464,5.703168,12101668.000000
2.162500,0.001464,8.322803,12101668.000000
2.175000,0.005667,6.725806,12101668.000000
2.187500,-0.000218,8.385843,12101668.000000
2.200000,0.029210,7.258139,12101669.000000
2.212500,-0.004421,2.257016,12101669.000000
2.225000,-0.006102,3.833000,12101669.000000
2.237500,-0.002739,6.571710,12101669.000000
2.250000,-0.006942,8.434873,12101669.000000
2.262500,-0.008623,9.975836,12101670.000000
2.275000,-0.008623,9.450508,12101670.000000
2.287500,-0.005261,7.573335,12101670.000000
2.300000,-0.003580,6.207482,12101670.000000
2.312500,-0.004421,6.865894,12101670.000000
2.325000,-0.001899,7.902541,12101671.000000
2.337500,0.003986,5.738189,12101671.000000
2.350000,-0.015347,6.473649,12101671.000000
2.362500,-0.002739,6.361579,12101671.000000
2.375000,-0.008623,8.154698,12101671.000000
2.387500,-0.000218,6.144443,12101672.000000
2.400000,-0.005261,2.551199,12101672.000000
2.412500,-0.012826,3.552825,12101672.000000
2.425000,-0.002739,4.372337,12101672.000000
2.437500,-0.006942,3.685908,12101673.000000
2.450000,-0.004421,2.467147,12101673.000000
2.462500,-0.008623,1.535565,12101673.000000
2.475000,-0.006102,1.164334,12101673.000000
2.487500,-0.006102,2.593226,12101673.000000
2.500000,0.003145,3.636877,12101673.000000
2.512500,-0.001899,4.638503,12101674.000000
2.525000,-0.001058,3.468772,12101674.000000
2.537500,-0.001058,4.785595,12101674.000000
2.550000,0.000623,4.883656,12101674.000000
2.562500,-0.017868,5.759203,12101675.000000
2.575000,-0.004421,5.451010,12101675.000000
2.587500,-0.004421,2.418116,12101675.000000
2.600000,-0.005261,3.517803,12101675.000000
2.612500,-0.008623,1.199355,12101675.000000
2.625000,0.003145,1.577592,12101676.000000
2.637500,-0.001058,1.465522,12101676.000000
2.650000,-0.006102,0.057643,12101676.000000
2.662500,-0.008623,3.903044,12101676.000000
2.675000,-0.000218,3.265646,12101676.000000
2.687500,-0.002739,5.752198,12101676.000000
2.700000,0.000623,2.971462,12101677.000000
2.712500,-0.004421,1.017242,12101677.000000
2.725000,-0.005261,4.330310,12101677.000000
2.737500,-0.001058,4.442380,12101678.000000
2.750000,-0.004421,2.691287,12101678.000000
2.762500,-0.004421,3.825995,12101678.000000
2.775000,-0.001058,4.463393,12101678.000000
2.787500,-0.000218,5.500041,12101678.000000
2.800000,-0.003580,1.381469,12101679.000000
2.812500,-0.002739,2.600230,12101679.000000
2.825000,-0.006102,3.720930,12101679.000000
2.837500,-0.007783,6.711797,12101679.000000
2.850000,0.001464,9.352446,12101679.000000
2.862500,-0.003580,11.432746,12101680.000000
2.875000,-0.007783,9.135311,12101680.000000
2.887500,-0.001058,8.112672,12101680.000000
